id,title,categoryId,playlistId,duration,views,uploadedDate
RWVk4_uLlFA,Lecture 12 - Depth-First Search,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H17M43S,1508,2017-03-03T21:49:32Z
GdZZFnRKOcU,Lecture 13 - Minimum Spanning Trees I,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H12M28S,1396,2017-03-03T21:49:27Z
tdb62tsjqI8,Lecture 14 - Minimum Spanning Trees II,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H18M42S,805,2017-03-03T21:49:26Z
Ns8-fdqab9Q,Lecture 15 - Shortest Paths,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H14M32S,894,2017-03-03T21:49:26Z
_ieNMJuTr4U,Lecture 16 - Backtracking I,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H18M17S,3040,2017-03-03T21:49:25Z
Ls9gAZUCxP4,Lecture 17 - Backtracking II,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H18M24S,947,2017-03-03T21:49:25Z
eVYkFniKeis,Lecture 18 - Introduction to Dynamic Programming,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H12M19S,2081,2017-03-03T21:49:24Z
qd77BhCrvOY,Lecture 19 - Edit Distance I,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H8M33S,1215,2017-03-03T21:49:24Z
No3A-D25xXU,Lecture 20 - Edit Distance II,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H13M6S,676,2017-03-03T21:49:23Z
Ute49tYhyFw,Lecture 21 - Edit Distance III,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H18M38S,558,2017-03-03T21:49:23Z
_Rme0IO2S38,Lecture 22 - Applications of Dynamic Programming,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT59M2S,1290,2017-03-03T21:49:22Z
56X2UnRwLQA,Lecture 23 - Introduction to NP-Completeness,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H20M,845,2017-03-03T21:49:22Z
UuYQXlDJw74,Lecture 24 - Satisfiability,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H20M,599,2017-03-03T21:49:21Z
8u0FB1-Xt2A,Lecture 25 - Other Reductions,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H20M,489,2017-03-03T21:49:21Z
VR5zOReL6_g,Lecture 26 - The NP-Completeness Challenge,24,PLOtl7M3yp-DX32N0fVIyvn7ipWKNGmwpp,PT1H16M23S,545,2017-03-03T21:49:20Z
78dUCOF9zxE,Lecture 0 - Course Administration,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT44M15S,11935,2017-02-23T20:58:27Z
Oqb3WSPOyv8,Lecture 1 - Introduction to Data Science,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H11M59S,10597,2017-03-03T22:15:00Z
K2proaXGERU,Lecture 2 - Mathematical Preliminaries,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H15M46S,4186,2017-03-03T22:15:00Z
oaPSlxoHjn8,Lecture 3 - Python for Data Science I,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H20M,4818,2017-03-03T22:15:31Z
n5x5LbQx7P4,Lecture 4 - Python for Data Science II,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H20M,1340,2017-03-03T22:15:34Z
xCO9DFUgbwQ,Lecture 5 - Correlation and Munging,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H12M35S,1566,2017-03-03T22:15:01Z
KbM596pSQ_A,Lecture 6 - Data Munging,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H2M21S,2266,2017-03-03T22:15:02Z
IeYf9zURCVs,Lecture 7 - Data Cleaning,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H9M51S,1323,2017-03-03T22:15:02Z
4PHZl7e8AHg,Lecture 8 - Scores and Rankings I,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H10M40S,955,2017-03-03T22:15:03Z
gTk8jzFaNnc,Lecture 9 - Scores and Rankings II,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H4M50S,619,2017-03-03T22:15:02Z
O-4de_R3p80,Lecture 10 - Statistical Distributions,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H8M28S,853,2017-03-03T22:15:03Z
-0vqNX-qop0,Lecture 11 - Statistical Significance,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H18M36S,792,2017-03-03T22:15:04Z
ORZYRZc1FmQ,Lecture 12 - Principles of Visualizing Data,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H15M8S,794,2017-03-03T22:15:04Z
l7_h5OJGEZo,Lecture 13 - Practice of Data Visualization,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H9M14S,699,2017-03-03T22:15:05Z
P0onS5LSpwA,Lecture 14 - Building Models,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H17M58S,814,2017-03-03T22:15:05Z
qDgI_3mCIfk,Lecture 15 - Validating Models,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H16M38S,504,2017-03-03T22:14:58Z
xg-mVcGPYX4,Lecture 16 - Linear Algebra Review,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H19M31S,631,2017-03-03T22:14:57Z
sa1s_zh42mY,Lecture 17 - Linear Regression,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H15M46S,628,2017-03-03T22:14:57Z
sadv3lOQFqM,Lecture 18 - Gradient Descent Search and Regularization,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H18M5S,904,2017-03-03T22:14:56Z
jvyqfMHcBAk,Lecture 19 - Logistic Regression and Classification,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H16M55S,1207,2017-03-03T22:14:56Z
nQzmL3h82P4,Lecture 20 - Nearest Neighbor Methods I,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H17M6S,427,2017-03-03T22:14:55Z
KbtxkWVTdR0,Lecture 21 - Nearest Neighbor Methods II,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H19M14S,305,2017-03-03T22:14:55Z
BSN5kPqmUUM,Lecture 22 - Clustering,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H7M54S,470,2017-03-03T22:14:54Z
ORD4XTngduo,Lecture 23 - Machine Learning,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H17M,601,2017-03-03T22:14:54Z
7I8JHn6W1q4,Lecture 24 - Topics in Machine Learning,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H18M13S,439,2017-03-03T22:14:53Z
GkdYbum5G4c,Lecture 25 - Achieving Scale,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H17M50S,607,2017-03-03T22:15:35Z
r0dkPXUHETM,Lecture 26 - Human-centric Data Science,24,PLOtl7M3yp-DVBdLYatrltDJr56AKZ1qXo,PT1H11M11S,455,2017-03-03T22:15:34Z
#NAME?,Lecture 1A: Overview and Introduction to Lisp,27,PLE18841CABEA24090,PT1H12M56S,42061,2019-08-22T22:17:39Z
V_7mmwpgJHU,Lecture 1B: Procedures and Processes; Substitution Model,27,PLE18841CABEA24090,PT58M22S,8295,2019-08-22T22:17:21Z
eJeMOEiHv8c,Lecture 2A: Higher-order Procedures,27,PLE18841CABEA24090,PT1H1M21S,5473,2019-08-22T22:17:21Z
DrFkf-T-6Co,Lecture 2B: Compound Data,27,PLE18841CABEA24090,PT1H16M47S,4140,2019-08-22T22:17:22Z
PEwZL3H2oKg,Lecture 3A: Henderson Escher Example,27,PLE18841CABEA24090,PT1H15M25S,4295,2019-08-22T22:17:22Z
bV87UzKMRtE,Lecture 3B: Symbolic Differentiation; Quotation,27,PLE18841CABEA24090,PT44M2S,2341,2019-08-22T22:17:21Z
_fXQ1SwKjDg,Lecture 4A: Pattern Matching and Rule-based Substitution,27,PLE18841CABEA24090,PT1H3M10S,2808,2019-08-22T22:17:22Z
OscT4N2qq7o,Lecture 4B: Generic Operators,27,PLE18841CABEA24090,PT1H23M38S,1832,2019-08-22T22:17:21Z
dO1aqPBJCPg,"Lecture 5A: Assignment, State, and Side-effects",27,PLE18841CABEA24090,PT1H15M20S,1921,2019-08-22T22:17:21Z
yedzRWhi-9E,Lecture 5B: Computational Objects,27,PLE18841CABEA24090,PT1H4M31S,1791,2019-08-22T22:17:21Z
JkGKLILLy0I,"Lecture 6A: Streams, Part 1",27,PLE18841CABEA24090,PT1H6M57S,1730,2019-08-22T22:17:21Z
qp05AtXbOP0,"Lecture 6B: Streams, Part 2",27,PLE18841CABEA24090,PT1H3M1S,1405,2019-08-22T22:17:22Z
aAlR3cezPJg,"Lecture 7A: Metacircular Evaluator, Part 1",27,PLE18841CABEA24090,PT1H24M38S,3365,2019-08-22T22:17:21Z
QVEOq5k6Xi0,"Lecture 7B: Metacircular Evaluator, Part 2",27,PLE18841CABEA24090,PT1H6S,1616,2019-08-22T22:17:22Z
rCqMiPk1BJE,"Lecture 8A: Logic Programming, Part 1",27,PLE18841CABEA24090,PT41M45S,7981,2019-08-22T22:17:22Z
GReBwkGFZcs,"Lecture 8B: Logic Programming, Part 2",27,PLE18841CABEA24090,PT1H8M45S,1300,2019-08-22T22:17:21Z
cIc8ZBMcqAc,Lecture 9A: Register Machines,27,PLE18841CABEA24090,PT1H11M56S,1379,2019-08-22T22:17:22Z
Z8-qWEEwTCk,Lecture 9B: Explicit-control Evaluator,27,PLE18841CABEA24090,PT1H10M43S,710,2019-08-22T22:17:21Z
TqO6V3qR9Ws,Lecture 10A: Compilation,27,PLE18841CABEA24090,PT45M44S,931,2019-08-22T22:17:21Z
AbK4bZhUk48,Lecture 10B: Storage Allocation and Garbage Collection,27,PLE18841CABEA24090,PT58M53S,1251,2019-08-22T22:17:21Z
2Op3QLzMgSY,"Lecture 1A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H12M56S,919805,2009-04-08T15:51:22Z
dlbMuv-jix8,"Lecture 1B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT58M22S,103044,2009-04-08T18:13:22Z
erHp3r6PbJk,"Lecture 2A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H1M21S,80422,2009-04-08T18:57:29Z
ymsbTVLbyN4,"Lecture 2B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H16M49S,48962,2009-04-08T19:20:20Z
2QgZVYI3tDs,"Lecture 3A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H15M37S,43828,2009-04-08T19:52:19Z
X21cKVtGvYk,"Lecture 3B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT44M6S,27646,2009-04-08T19:10:22Z
amf5lTZ0UTc,"Lecture 4A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H3M10S,29356,2009-04-08T20:25:21Z
h6Z7vx9iUB8,"Lecture 4B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H23M40S,22301,2009-04-08T21:05:50Z
jl8EHP1WrWY,"Lecture 5A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H15M20S,25263,2009-04-08T20:57:18Z
SsBxcpkyMMw,"Lecture 5B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H4M31S,21997,2009-04-08T20:29:04Z
a2Qt9uxhNSM,"Lecture 6A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H6M57S,21130,2009-04-08T21:10:33Z
DCub3iqteuI,"Lecture 6B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H3M2S,24669,2009-04-22T17:23:42Z
0m6hoOelZH8,"Lecture 7A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H24M38S,31196,2009-04-08T22:47:42Z
t5EI5fXX8K0,"Lecture 7B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H7S,13337,2009-04-08T21:38:05Z
cyVXjnFL2Ps,"Lecture 8A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT41M51S,14902,2009-04-08T21:52:26Z
R3uRidfSpc4,"Lecture 8B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H8M45S,12138,2009-04-08T22:27:34Z
jPDAPmx4pXE,"Lecture 9A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H11M57S,17239,2009-05-14T16:17:05Z
SLcZXbyGC3E,"Lecture 9B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT1H10M43S,14611,2009-05-14T16:33:50Z
kNmiTTKiYd4,"Lecture 10A | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT45M44S,11674,2009-04-08T23:34:30Z
2s2_FAf-yQs,"Lecture 10B | MIT 6.001 Structure and Interpretation, 1986",27,PLE18841CABEA24090,PT58M56S,18851,2009-04-08T23:35:32Z
7UJ4CFRGd-U,An Interview with Gilbert Strang on Teaching Linear Algebra,27,PLE7DDD91010BC51F8,PT7M34S,253323,2019-08-19T11:25:37Z
J7DzL2_Na80,1. The Geometry of Linear Equations,27,PLE7DDD91010BC51F8,PT39M49S,187957,2019-09-24T20:20:31Z
QVKj3LADCnA,2. Elimination with Matrices.,27,PLE7DDD91010BC51F8,PT47M42S,1244667,2009-05-07T04:00:50Z
FX4C-JpTFgY,3. Multiplication and Inverse Matrices,27,PLE7DDD91010BC51F8,PT46M49S,935915,2009-05-07T04:09:45Z
MsIvs_6vC38,4. Factorization into A = LU,27,PLE7DDD91010BC51F8,PT48M5S,302201,2017-04-24T18:01:31Z
JibVXBElKL0,"5. Transposes, Permutations, Spaces R^n",27,PLE7DDD91010BC51F8,PT47M42S,563213,2009-05-07T03:38:13Z
8o5Cmfpeo6g,6. Column Space and Nullspace,27,PLE7DDD91010BC51F8,PT46M1S,530562,2009-05-07T04:18:37Z
VqP2tREMvt0,"7. Solving Ax = 0: Pivot Variables, Special Solutions",27,PLE7DDD91010BC51F8,PT43M20S,427185,2009-05-07T03:54:12Z
9Q1q7s1jTzU,8. Solving Ax = b: Row Reduced Form R,27,PLE7DDD91010BC51F8,PT47M20S,388437,2009-05-07T04:07:04Z
yjBerM5jWsc,"9. Independence, Basis, and Dimension",27,PLE7DDD91010BC51F8,PT50M14S,402665,2009-05-07T04:10:37Z
nHlE7EgJFds,10. The Four Fundamental Subspaces,27,PLE7DDD91010BC51F8,PT49M20S,371342,2009-05-07T03:41:23Z
2IdtqGM6KWU,11. Matrix Spaces; Rank 1; Small World Graphs,27,PLE7DDD91010BC51F8,PT45M56S,287418,2009-05-07T03:17:50Z
6-wh6yvk6uc,"12. Graphs, Networks, Incidence Matrices",27,PLE7DDD91010BC51F8,PT47M57S,241361,2009-05-07T03:19:59Z
l88D4r74gtM,13. Quiz 1 Review,27,PLE7DDD91010BC51F8,PT47M40S,213896,2009-05-07T04:12:50Z
YzZUIYRCE38,14. Orthogonal Vectors and Subspaces,27,PLE7DDD91010BC51F8,PT49M48S,302513,2009-05-07T03:41:34Z
Y_Ac6KiQ1t0,15. Projections onto Subspaces,27,PLE7DDD91010BC51F8,PT48M51S,293502,2009-05-07T03:23:22Z
osh80YCg_GM,16. Projection Matrices and Least Squares,27,PLE7DDD91010BC51F8,PT48M5S,269245,2009-05-07T03:28:47Z
0MtwqhIwdrI,17. Orthogonal Matrices and Gram-Schmidt,27,PLE7DDD91010BC51F8,PT49M10S,27991,2019-09-24T20:20:31Z
srxexLishgY,18. Properties of Determinants,27,PLE7DDD91010BC51F8,PT49M12S,240517,2009-05-07T04:26:24Z
23LLB9mNJvc,19. Determinant Formulas and Cofactors,27,PLE7DDD91010BC51F8,PT53M17S,219369,2009-05-07T04:03:28Z
QNpj-gOXW9M,"20. Cramer's Rule, Inverse Matrix, and Volume",27,PLE7DDD91010BC51F8,PT51M1S,213337,2009-05-07T04:42:39Z
cdZnhQjJu4I,21. Eigenvalues and Eigenvectors,27,PLE7DDD91010BC51F8,PT51M23S,62131,2019-09-24T20:20:31Z
13r9QY6cmjc,22. Diagonalization and Powers of A,27,PLE7DDD91010BC51F8,PT51M50S,282311,2009-05-07T04:28:01Z
IZqwi0wJovM,23. Differential Equations and exp(At),27,PLE7DDD91010BC51F8,PT51M3S,215874,2009-05-07T05:24:37Z
lGGDIGizcQ0,24. Markov Matrices; Fourier Series,27,PLE7DDD91010BC51F8,PT51M12S,15930,2019-09-24T20:20:31Z
QuZL5IKpO_U,24b. Quiz 2 Review,27,PLE7DDD91010BC51F8,PT48M20S,6270,2019-09-24T20:20:31Z
UCc9q_cAhho,25. Symmetric Matrices and Positive Definiteness,27,PLE7DDD91010BC51F8,PT43M52S,19173,2019-09-24T20:20:31Z
M0Sa8fLOajA,26. Complex Matrices; Fast Fourier Transform,27,PLE7DDD91010BC51F8,PT47M52S,155544,2009-05-07T05:02:31Z
vF7eyJ2g3kU,27. Positive Definite Matrices and Minima,27,PLE7DDD91010BC51F8,PT50M40S,152403,2009-05-07T04:25:49Z
TSdXJw83kyA,28. Similar Matrices and Jordan Form,27,PLE7DDD91010BC51F8,PT45M56S,16621,2019-09-24T20:20:31Z
TX_vooSnhm8,29. Singular Value Decomposition,27,PLE7DDD91010BC51F8,PT40M29S,19580,2019-09-24T20:20:31Z
Ts3o2I8_Mxc,30. Linear Transformations and Their Matrices,27,PLE7DDD91010BC51F8,PT49M27S,239752,2009-05-07T04:21:23Z
0h43aV4aH7I,31. Change of Basis; Image Compression,27,PLE7DDD91010BC51F8,PT50M14S,12620,2019-09-24T20:20:31Z
HgC1l_6ySkc,32. Quiz 3 Review,27,PLE7DDD91010BC51F8,PT47M6S,101641,2009-05-07T03:53:56Z
Go2aLo7ZOlU,33. Left and Right Inverses; Pseudoinverse,27,PLE7DDD91010BC51F8,PT41M53S,139239,2009-05-07T05:11:33Z
RWvi4Vx4CDc,34. Final Course Review,27,PLE7DDD91010BC51F8,PT43M26S,131617,2009-05-07T03:42:27Z
HtSuA80QTyo,"1. Algorithmic Thinking, Peak Finding",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT53M22S,2727766,2013-01-14T20:26:48Z
Zc54gFhdpLA,"2. Models of Computation, Document Distance",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT48M51S,520349,2013-01-14T20:26:48Z
Kg4bqzAqRBM,"3. Insertion Sort, Merge Sort",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M20S,539021,2013-01-14T20:26:48Z
B7hVxCmfPtM,4. Heaps and Heap Sort,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT52M32S,580242,2013-01-14T20:26:48Z
9Jry5-82I68,"5. Binary Search Trees, BST Sort",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT52M40S,416746,2013-01-14T20:26:48Z
FNeL18KsWPc,"6. AVL Trees, AVL Sort",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M59S,477500,2013-01-14T20:26:48Z
Nz1KZXbghj8,"7. Counting Sort, Radix Sort, Lower Bounds for Sorting",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT52M9S,266521,2013-01-14T20:26:48Z
0M_kIqhwbFo,8. Hashing with Chaining,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M16S,382577,2013-01-14T20:26:39Z
BRO7mVIFt08,"9. Table Doubling, Karp-Rabin",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT52M47S,154631,2013-01-14T20:26:48Z
rvdJDijO2Ro,"10. Open Addressing, Cryptographic Hashing",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT50M55S,106626,2013-01-14T20:26:39Z
eCaXlAaN2uE,"11. Integer Arithmetic, Karatsuba Multiplication",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT47M24S,99573,2013-01-14T20:26:48Z
2YeJ-5UAke8,"12. Square Roots, Newton's Method",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M17S,68527,2013-01-14T20:26:48Z
s-CYnVz-uh4,13. Breadth-First Search (BFS),27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT50M48S,490609,2013-01-14T20:26:39Z
AfSk24UTFS8,"14. Depth-First Search (DFS), Topological Sort",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT50M31S,299019,2013-01-14T20:26:48Z
Aa2sqUhIn-E,15. Single-Source Shortest Paths Problem,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT53M15S,163485,2013-01-14T20:26:48Z
2E7MmKv0Y24,16. Dijkstra,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M26S,205704,2013-01-14T20:26:48Z
ozsuci5pIso,17. Bellman-Ford,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT48M51S,134012,2013-01-14T20:26:39Z
CHvQ3q_gJ7E,18. Speeding up Dijkstra,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT53M16S,70221,2013-01-14T20:26:48Z
OQ5jsbhAv_M,"19. Dynamic Programming I: Fibonacci, Shortest Paths",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M47S,1360838,2013-01-14T20:26:48Z
ENyox7kNKeY,"20. Dynamic Programming II: Text Justification, Blackjack",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT52M12S,343950,2013-01-14T20:26:39Z
ocZMDMZwhCY,"21. DP III: Parenthesization, Edit Distance, Knapsack",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT52M41S,222525,2013-01-14T20:26:39Z
tp4_UXaVyx8,"22. DP IV: Guitar Fingering, Tetris, Super Mario Bros.",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT49M20S,110408,2013-01-14T20:26:39Z
moPtwq_cVH8,23. Computational Complexity,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M12S,380224,2013-01-14T20:26:48Z
dU40AvBURDQ,24. Topics in Algorithms Research,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT46M46S,53160,2013-01-14T20:26:48Z
P7frcB_-g4w,"R1. Asymptotic Complexity, Peak Finding",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT53M50S,111193,2013-01-14T20:26:38Z
QFcyt8fgQMU,"R2. Python Cost Model, Document Distance",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT52M21S,45743,2013-01-14T20:26:38Z
4iXLnF3hExw,"R3. Document Distance, Insertion and Merge Sort",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT54M10S,31479,2013-01-14T20:26:38Z
r5pXu1PAUkI,"R5. Recursion Trees, Binary Search Trees",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT59M16S,77778,2013-01-14T20:26:38Z
IWzYoXKaRIc,R6. AVL Trees,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT53M28S,65898,2013-01-14T20:26:38Z
9bkvws_vqLU,"R7. Comparison Sort, Counting and Radix Sort",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT51M9S,32752,2013-01-14T20:26:38Z
eGSXsaJ-BlY,R8. Simulation Algorithms,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT55M39S,20284,2013-01-14T20:26:38Z
w6nuXg0BISo,"R9. Rolling Hashes, Amortized Analysis",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT1H1M1S,23692,2013-01-14T20:26:38Z
#NAME?,Recitation 9b: DNA Sequence Matching,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT57M28S,17849,2013-01-14T20:26:39Z
#NAME?,R10. Quiz 1 Review,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT54M49S,14971,2013-01-14T20:26:38Z
a_otxyu0mSQ,R11. Principles of Algorithm Design,27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT58M26S,48012,2013-01-14T20:26:38Z
JRgIXyEPnbA,"R12. Karatsuba Multiplication, Newton's Method",27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT53M8S,18195,2013-01-14T20:26:38Z
5JxShDZ_ylo,R13. Breadth-First Search (BFS),27,PLUl4u3cNGP61Oq3tWYp6V_F-5jb5L2iHb,PT54M53S,25489,2013-01-14T20:26:38Z
